Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/20/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Reasons for the Emission of carbon Footprints,Solutions to take to combat the climate change
Philippines,PHL,CO2 emissions (kt),EN.ATM.CO2E.KT,8335.091,8723.793,10348.274,11485.044,12838.167,13982.271,16123.799,18232.324,22251.356,22860.078,24781.586,27586.841,26442.737,31543.534,30531.442,32526.29,35129.86,36754.341,37476.74,38136.8,37000.03,34664.151,34997.848,35415.886,30993.484,28048.883,29207.655,32683.971,37729.763,39141.558,41080,40650,44020,47800,51510,61750,67220,74790,74220,71580,72100,70480,71569.9996948242,73629.997253418,75139.9993896484,76669.9981689453,69470.0012207031,73220.0012207031,75150.0015258789,76300.0030517578,81930.0003051758,82629.997253418,86180.0003051758,95500,101819.999694824,111010.00213623,121959.999084473,133500,138570.007324219,145419.998168945,139.16,,
Palau,PLW,CO2 emissions (kt),EN.ATM.CO2E.KT,14.668,51.338,51.338,55.005,58.672,66.006,66.006,73.34,77.007,132.012,135.679,165.015,172.349,176.016,194.351,194.351,113.677,183.35,110.01,124.678,157.681,157.681,157.681,157.681,157.681,161.348,161.348,161.348,183.35,227.354,,,200,200,200,200,200,200,200,200,210,220,219.999998807907,219.999998807907,230.000004172325,259.999990463257,250,239.999994635582,209.999993443489,200.000002980232,209.999993443489,209.999993443489,219.999998807907,219.999998807907,219.999998807907,209.999993443489,250,259.999990463257,250,250,55.29,,
Papua New Guinea,PNG,CO2 emissions (kt),EN.ATM.CO2E.KT,179.683,201.685,198.018,256.69,267.691,304.361,341.031,436.373,502.379,557.384,693.063,825.075,1268.782,1345.789,1587.811,1532.806,1573.143,1580.477,1675.819,1796.83,1829.833,1932.509,1947.177,2009.516,2046.186,2126.86,2064.521,2335.879,2200.2,2035.185,2170,2180,2180,2210,2060,2130,2230,2400,2650,2600,2830,3390,3609.99989509583,4079.99992370605,4949.99980926514,4929.99982833862,4780.00020980835,5050.00019073486,4760.00022888184,5030.00020980835,5019.99998092651,5159.99984741211,4889.9998664856,5239.99977111816,5889.9998664856,6510.00022888184,7659.99984741211,7610.0001335144,7559.99994277954,7579.99992370605,7.26,,
Poland,POL,CO2 emissions (kt),EN.ATM.CO2E.KT,199767.159,207434.856,216815.042,231219.018,243114.766,247221.806,252678.302,259282.569,276073.762,293653.36,304441.674,313246.141,329952.993,336128.221,346876.198,375559.472,399035.606,419024.423,432056.941,442489.556,464575.897,410062.275,422211.046,422339.391,433894.108,445899.866,453369.545,465353.301,445976.873,423787.856,350210,351620,343370,344020,339750,340000,355320,344630,318410,308980,295770,293630,287320.007324219,297730.010986328,301850.006103516,301350.006103516,314089.996337891,313380.004882813,308329.986572266,297260.009765625,313739.990234375,310589.996337891,303350.006103516,298299.987792969,285730.010986328,289079.986572266,299799.987792969,312859.985351563,311910.003662109,295130.004882813,292.56,,
Pre-demographic dividend,PRE,CO2 emissions (kt),EN.ATM.CO2E.KT,29368.2395862645,31327.2220049522,32675.826743712,35187.7680560831,38477.9993816314,56446.5693872093,67496.6997286034,59237.0439744325,57098.549430953,70998.7639635699,84500.3392694405,103687.180556757,115616.552557142,128082.410993523,142966.18399213,129259.700672512,149437.551626318,140656.311837153,140339.635815906,175911.667002565,170990.149072362,153602.772705779,151784.679783796,154031.216734524,164634.275045923,171310.550693859,171720.366721355,169138.52574813,199103.528558593,180006.101677276,188709.74812399,180997.639714628,212602.162411819,229543.535690648,236666.155810251,246736.413917204,265972.29662504,288135.816293118,253366.354662216,237500.775671496,261897.750340169,278708.51794692,265410.001441836,266919.999048114,278550.003781915,282009.998321533,277749.995544553,267610.002994537,294349.999502301,300779.993593693,339660.000681877,356180.001154542,377479.996815324,407330.003283918,417229.994848371,421409.997999667,440299.997672439,448710.000991822,463889.992401003,489869.997397066,,,
Puerto Rico,PRI,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.96,,
"Korea, Dem. People's Rep.",PRK,CO2 emissions (kt),EN.ATM.CO2E.KT,23817.165,26457.405,30722.126,32863.654,35657.908,44268.024,47648.998,52445.434,59328.393,64143.164,73552.686,107560.444,89599.478,97428.523,101718.913,107740.127,110189.683,113867.684,108451.525,110571.051,114439.736,114799.102,117344,125668.09,135220.625,144897.838,157504.984,176423.037,201908.687,214636.844,123330,117340,104690,96710,88750,83420,74010,67520,60940,66580,71820,74390,71199.9969482422,72739.9978637695,74319.9996948242,77589.9963378906,78940.0024414063,65629.997253418,72830.0018310547,55360.0006103516,51619.9989318848,37099.9984741211,38479.9995422363,27629.9991607666,31229.9995422363,25100.0003814697,30000,54290.0009155273,50529.9987792969,56040.0009155273,,,
Portugal,PRT,CO2 emissions (kt),EN.ATM.CO2E.KT,8225.081,9090.493,9303.179,10025.578,11023.002,11598.721,11851.744,12409.128,13010.516,14612.995,15258.387,16406.158,18349.668,20003.485,20714.883,21356.608,22423.705,22728.066,22742.734,25030.942,26985.453,27227.475,29255.326,30179.41,29064.642,27407.158,30520.441,31536.2,32925.993,41209.746,41070,42770,46770,45790,47300,50690,48740,50930,55600,62210,61660,61380,65599.9984741211,60520.0004577637,62130.0010681152,65470.0012207031,60450.0007629395,58799.9992370605,56840.0001525879,56299.9992370605,50939.998626709,49869.9989318848,48220.0012207031,46560.001373291,45930.0003051758,49849.9984741211,48759.9983215332,53330.0018310547,49500,44639.9993896484,40.43,,
Paraguay,PRY,CO2 emissions (kt),EN.ATM.CO2E.KT,304.361,363.033,392.369,410.704,432.706,550.05,513.38,487.711,590.387,520.714,744.401,634.391,715.065,869.079,953.42,839.743,1034.094,1158.772,1459.466,1331.121,1492.469,1389.793,1367.791,1415.462,1496.136,1551.141,1664.818,1892.172,2163.53,2244.204,2070,2020,2470,2820,3340,3780,3720,4110,4270,4270,3520,3610,3779.99997138977,3940.00005722046,3970.00002861023,3700.00004768372,3950.00004768372,3720.00002861023,4320.00017166138,4570.00017166138,5039.99996185303,5219.99979019165,5179.99982833862,5300.00019073486,5630.00011444092,6369.99988555908,7179.99982833862,8060.0004196167,8470.00026702881,8210.00003814697,7.84,,
West Bank and Gaza,PSE,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,CO2 emissions (kt),EN.ATM.CO2E.KT,324.913025887949,349.160266625856,434.091142291605,455.163527839741,712.246631527002,623.718801619691,627.742793888205,720.29461606403,764.558531017686,836.99039185094,965.758144443393,1090.50190476733,1130.74182745247,1219.26965735978,1295.72551046155,1271.58155685047,1005.99806712853,1456.68520120212,1339.98942541521,1549.23702337794,1549.23702337794,1899.32435073867,1621.6688842112,1513.02109296132,1368.15737129481,1448.63721666509,1448.63721666509,1311.82147953561,1452.6612089336,1593.5009383316,1617.8125,1643.90625,1670,1690,1690,1760,1830,1820,1840,1890,1960,2230,2099.99998100102,2309.99995954334,2820.00002078712,2749.999942258,2800.00001005828,2669.99998502434,2260.00000350177,2330.0000410527,2499.99995343387,2469.99999694526,2409.99995730817,2569.99997980893,2739.99995924533,2829.99999262393,3250.00002793967,3449.99998994171,3410.00000201166,3430.00002764165,,,
Post-demographic dividend,PST,CO2 emissions (kt),EN.ATM.CO2E.KT,5936502.51707557,6053922.13556812,6327981.54145324,6679544.49766469,7015155.3014664,7322791.84694553,7650988.6470266,7989441.03949861,8412315.82692433,8928325.13280941,9699671.47778328,9854883.77950161,10335107.8038903,10853271.720965,10581732.7194735,10206919.5903427,10714948.3591301,10909461.1258177,11187579.9440889,11466011.0248514,11125412.9429753,10723415.1335355,10312888.0971921,10273516.2579392,10536802.6078764,10620207.9192872,10595338.4423062,10913150.2841071,11321959.8767487,11631706.4244901,11378373.2960233,11338333.7834024,11278742.9012225,11270261.5755302,11334747.8547249,11469743.9674659,11738900.1477786,11964471.1781264,11948868.3592459,12015419.5692802,12300359.8794739,12343280.2224368,12227502.7685092,12440090.3570774,12526646.1116931,12521871.7298803,12408421.2939057,12540878.7419084,12197636.9673163,11409428.0100599,11869071.2145958,11621481.1954081,11413698.7850871,11479021.1283573,11224420.1161356,11084256.5217768,10977031.3978926,10881188.4594264,10953863.9686925,10602392.5965856,,,
French Polynesia,PYF,CO2 emissions (kt),EN.ATM.CO2E.KT,36.67,58.672,47.671,66.006,66.006,84.341,121.011,139.346,154.014,161.348,194.351,227.354,216.353,209.019,216.353,212.686,264.024,275.025,311.695,282.359,293.36,330.03,337.364,421.705,458.375,586.72,605.055,608.722,572.052,542.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,
Qatar,QAT,CO2 emissions (kt),EN.ATM.CO2E.KT,176.016,161.348,190.684,6138.558,6274.237,6292.572,6277.904,6688.608,7080.977,7172.652,7568.688,9152.832,10784.647,12467.8,10487.62,10956.996,10384.944,9926.569,10531.624,14359.972,13098.524,12860.169,12354.123,11268.691,12332.121,12405.461,13296.542,11499.712,11928.751,14326.969,12540,14980,14680,16610,18490,19050,20940,25390,26500,29000,28660,28650,32500,34740.0016784668,37069.9996948242,38540.0009155273,43770.0004577637,49830.0018310547,53040.0009155273,54069.9996948242,60580.0018310547,68190.0024414063,75080.0018310547,76169.9981689453,81660.0036621094,84779.9987792969,86919.9981689453,87540.0009155273,86419.9981689453,91970.0012207031,35.64,,
Romania,ROU,CO2 emissions (kt),EN.ATM.CO2E.KT,53450.192,55775.07,63879.14,69529.987,72115.222,78723.156,84183.319,92129.708,100189.774,111649.149,120112.585,125829.438,132422.704,144960.177,150944.721,162257.416,174765.553,178399.55,193903.626,196074.49,196617.206,198153.679,195773.796,200562.898,189272.205,194343.666,202147.042,212165.286,212777.675,214141.799,172630,142760,126190,117700,115160,120880,124210,113610,99540,84990,89020,95230,93739.9978637695,98139.9993896484,95349.9984741211,94709.9990844727,99260.0021362305,96730.0033569336,95419.9981689453,80709.9990844727,77620.002746582,84059.9975585938,81849.9984741211,72089.9963378906,71540.0009155273,73319.9996948242,71589.9963378906,74209.9990844727,75190.0024414063,73949.9969482422,75.8,,
Russian Federation,RUS,CO2 emissions (kt),EN.ATM.CO2E.KT,1448637.349,1493932.133,1567950.528,1681524.852,1788304.225,1897052.777,2003392.11,2094843.423,2153698.773,2242938.885,2359142.448,2503944.944,2634955.853,2746751.682,2851891.906,2998311.549,3113979.73,3220146.714,3330904.782,3358623.635,3491017.003,3425062.341,3489821.561,3539850.442,3571709.338,3851989.149,3862509.772,3847244.051,3950345.423,3862616.115,2163530,2136440,2030810,1880250,1685050,1635490,1601180,1489510,1487970,1523720,1563850,1567170,1565339.96582031,1610000,1600979.98046875,1611979.98046875,1654849.97558594,1658150.02441406,1655189.94140625,1546670.04394531,1617829.95605469,1699089.96582031,1675760.00976563,1632680.05371094,1611959.9609375,1592560.05859375,1571520.01953125,1594550.04882813,1661000,1703589.96582031,,,
Rwanda,RWA,CO2 emissions (kt),EN.ATM.CO2E.KT,106.343,139.346,84.341,84.341,36.67,47.671,44.004,40.337,55.005,58.672,58.672,62.339,66.006,69.673,73.34,176.016,267.691,267.691,289.693,297.027,495.045,601.388,608.722,696.73,634.391,616.056,597.721,616.056,696.73,689.396,550,500,500,510,470,460,480,510,510,530,540,560,560.000002384186,550.000011920929,560.000002384186,550.000011920929,550.000011920929,579.999983310699,560.000002384186,589.999973773956,600.000023841858,680.000007152557,750,810.000002384186,860.000014305115,980.000019073486,1159.9999666214,1190.00005722046,1289.99996185303,1330.00004291534,1.01,,
South Asia,SAS,CO2 emissions (kt),EN.ATM.CO2E.KT,151649.509547476,162628.82549237,179024.45728583,194459.307256458,191987.677681689,209773.142722683,216370.266765723,219835.682119072,241537.616575278,244379.623875643,249322.883025181,257320.724,245637.662,254691.485,263356.606,285677.635,297283.69,314921.96,321225.533,338423.763,359501.679,387715.577,402746.61,435192.226,447627.023,492357.089,526174.163,562132.765,606881.166,660778.732,641530,686060,713310,745840,784830,846530,888700,939760,958190,1034270,1073460,1094910,1131280.01461923,1163500.02217293,1252600.04594922,1310609.96752978,1401559.95768309,1540229.98660803,1628650.0107646,1777050.00448227,1877359.97709632,1984009.98550654,2143949.94091988,2207450.04922152,2396860.1153493,2429980.027318,2491069.99820471,2642029.91068364,2768789.92629052,2784080.05428315,,,
Saudi Arabia,SAU,CO2 emissions (kt),EN.ATM.CO2E.KT,2676.91,3571.658,6255.902,6945.298,7047.974,4220.717,6413.583,25507.652,29104.979,35302.209,45291.117,59808.77,70344.061,95136.648,98788.98,83336.242,101550.231,118176.409,115132.799,138135.89,169404.399,175491.619,158091.704,161050.973,155715.488,172653.361,204878.957,190706.002,202554.079,203738.52,171410,187930,202040,203260,206360,204830,217650,220070,233900,239520,249660,254090,272250,284829.986572266,299890.014648438,315290.008544922,335440.002441406,354619.995117188,389720.001220703,406529.998779297,446130.004882813,463769.989013672,492470.001220703,503209.991455078,540520.01953125,565190.002441406,561229.98046875,545070.007324219,521260.009765625,523780.029296875,588.81,,
Sudan,SDN,CO2 emissions (kt),EN.ATM.CO2E.KT,1360.457,1386.126,1485.135,1679.486,1859.169,2427.554,2643.907,3186.623,3105.949,4184.047,4855.108,4983.453,5379.489,5427.16,5683.85,4239.052,3755.008,3806.346,3439.646,3571.658,3747.674,3641.331,3828.348,3909.022,3505.652,4074.037,4250.053,3351.638,4847.774,3758.675,5370,4800,4530,3210,4700,4510,4310,5240,4770,5310,5690,6250,7710.00003814697,7929.99982833862,8829.99992370605,10500,12899.9996185303,13960.000038147,14949.9998092651,15479.9995422363,16420.0000762939,15920.0000762939,15800.0001907349,15220.0002670288,16120.0008392334,18709.9990844727,21129.9991607666,20959.9990844727,20860.0006103516,20620.0008392334,19.95,,
Senegal,SEN,CO2 emissions (kt),EN.ATM.CO2E.KT,828.742,814.074,814.074,861.745,924.084,1694.154,1719.823,700.397,-80.674,491.378,1309.119,1353.123,1455.799,1551.141,1851.835,2581.568,1774.828,2244.204,2629.239,2900.597,3351.638,3296.633,3054.611,2632.906,3307.634,2676.91,2662.242,2453.223,2742.916,3696.336,2330,2330,2570,2510,2610,2760,2930,3210,3600,3960,4060,4460,4579.99992370605,4489.99977111816,5389.9998664856,5670.00007629395,5570.00017166138,6199.99980926514,6440.00005722046,6670.00007629395,7030.00020980835,7570.00017166138,7449.99980926514,8010.00022888184,8569.99969482422,9289.99996185303,10130.0001144409,9800.00019073486,10180.0003051758,10619.9998855591,10.06,,
Singapore,SGP,CO2 emissions (kt),EN.ATM.CO2E.KT,1393.46,2093.857,2577.901,3399.309,3703.67,2530.23,674.728,3058.278,5419.826,7205.655,18210.322,16593.175,22240.355,21220.929,21968.997,24543.231,30036.397,28309.24,33164.348,36123.617,31433.524,26849.774,29750.371,34997.848,33402.703,33417.371,35027.184,32599.63,36105.282,41888.141,28970,30470,31410,36160,37980,37580,38520,38160,37050,37800,42120,42030,41290.0009155273,38159.9998474121,39619.9989318848,36900.0015258789,37169.9981689453,38290.0009155273,38419.9981689453,38830.0018310547,42409.9998474121,44770.0004577637,43689.998626709,43909.9998474121,44400.0015258789,45430.0003051758,46099.9984741211,49139.9993896484,47400.0015258789,47380.0010681152,56.11,,
Solomon Islands,SLB,CO2 emissions (kt),EN.ATM.CO2E.KT,11.001,14.668,14.668,14.668,18.335,25.669,25.669,33.003,36.67,36.67,40.337,47.671,55.005,66.006,66.006,58.672,62.339,80.674,62.339,110.01,102.676,135.679,121.011,143.013,143.013,150.347,154.014,161.348,157.681,161.348,150,160,170,180,190,200,210,210,220,230,240,250,259.999990463257,270.000010728836,310.000002384186,340.000003576279,340.000003576279,340.000003576279,319.999992847443,330.000013113022,340.000003576279,349.999994039536,349.999994039536,389.999985694885,340.000003576279,310.000002384186,360.000014305115,349.999994039536,360.000014305115,360.000014305115,0.31,,
Sierra Leone,SLE,CO2 emissions (kt),EN.ATM.CO2E.KT,715.065,289.693,326.363,370.367,304.361,282.359,300.694,253.023,385.035,1107.434,872.746,803.073,678.395,539.049,520.714,524.381,451.041,513.38,711.398,678.395,608.722,693.063,553.717,689.396,616.056,663.727,674.728,498.712,458.375,374.034,320,340,320,330,350,240,310,230,250,200,330,440,500,550.000011920929,529.999971389771,449.999988079071,589.999973773956,500,519.999980926514,519.999980926514,560.000002384186,740.000009536743,860.000014305115,1039.99996185303,1149.99997615814,910.000026226044,930.000007152557,939.999997615814,860.000014305115,899.999976158142,1.01,,
El Salvador,SLV,CO2 emissions (kt),EN.ATM.CO2E.KT,619.723,583.053,649.059,1125.769,1232.112,1041.428,1305.452,1158.772,1261.448,1191.775,1430.13,1510.804,1679.486,1969.179,1972.846,2108.525,2211.201,2288.208,2390.884,2390.884,2134.194,1833.5,1767.494,1903.173,1606.146,1987.514,1991.181,2449.556,2471.558,2588.902,2380,3070,3350,3920,4460,4960,4390,5320,5670,5610,5630,5870,5940.00005722046,6510.00022888184,6679.99982833862,6840.00015258789,7239.99977111816,7630.00011444092,6909.99984741211,6679.99982833862,6539.99996185303,6780.00020980835,6769.99998092651,6460.00003814697,6590.00015258789,7000,7170.00007629395,6380.00011444092,6809.99994277954,7800.00019073486,6.79,,
San Marino,SMR,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.35,,
Somalia,SOM,CO2 emissions (kt),EN.ATM.CO2E.KT,84.341,88.008,106.343,102.676,135.679,132.012,139.346,227.354,154.014,161.348,216.353,187.017,234.688,264.024,330.03,502.379,480.377,799.406,557.384,487.711,814.074,275.025,718.732,935.085,715.065,858.078,924.084,993.757,1008.425,957.087,730,710,680,640,630,600,570,550,520,500,490,510,569.999992847443,579.999983310699,579.999983310699,579.999983310699,579.999983310699,620.000004768372,620.000004768372,610.000014305115,629.999995231628,629.999995231628,629.999995231628,649.999976158142,649.999976158142,649.999976158142,660.000026226044,660.000026226044,660.000026226044,689.999997615814,0.77,,
Serbia,SRB,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61910,52200,47990,42720,38900,44550,51650,56310,56210,40010,43990,45000,48580.0018310547,52150.0015258789,56349.9984741211,50689.998626709,53009.9983215332,51459.9990844727,49830.0018310547,46869.9989318848,47099.9984741211,51229.9995422363,45790.0009155273,46470.0012207031,38959.9990844727,45389.9993896484,46619.9989318848,47340.0001525879,46130.0010681152,45950.0007629395,77.53,,
Sub-Saharan Africa (excluding high income),SSA,CO2 emissions (kt),EN.ATM.CO2E.KT,126340.879034511,132144.495828854,136778.865233537,143395.419836633,157400.001203566,174708.182206138,178263.073692227,185331.824338752,189405.215212633,205609.253634007,226696.138808046,260928.289036625,275095.632021058,292316.617093613,310261.2043113,301257.206484758,316866.871316606,319488.996615719,324867.523900671,366340.370559051,379182.443681167,404866.589925398,427253.497528923,434056.849656352,465753.607539517,477484.168088182,483526.618990833,476010.854442165,506749.025978428,482254.720374904,402223.533905105,410085.399910558,417614.507620054,419539.922696969,419289.217608829,444620.459714493,475347.568352287,491904.50580692,495925.906121462,483821.591458989,497370,542290,545520.005162806,577029.996849597,608209.993936121,613359.995603561,613930.005386472,628389.999419451,670229.989856481,648210.009023547,694689.995162189,693130.009882152,720949.995048344,758310.010537505,788909.994311631,771929.997496307,783960.01701057,791669.992819428,801180.00459671,823160.016164184,,,
South Sudan,SSD,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,410,360,250,340,360,370,450,390,420,460,530,670.000016689301,750,949.999988079071,910.000026226044,1000,1169.99995708466,1240.00000953674,1289.99996185303,1309.99994277954,1279.99997138977,1419.99995708466,1450.00004768372,1529.99997138977,1970.00002861023,1730.00001907349,1519.99998092651,1549.99995231628,1700.00004768372,19.95,,
Sub-Saharan Africa,SSF,CO2 emissions (kt),EN.ATM.CO2E.KT,126346.100025262,132149.956651952,136784.517570261,143401.345600062,157405.736883927,174713.728237579,178268.580772068,185337.253964993,189410.600205982,205614.461076729,226723.496221194,260959.001532362,275137.379794266,292361.906268386,310313.756835717,301313.587415611,316945.460618954,319571.287088806,324942.295777142,366459.446964545,379275.270473656,404962.865499049,427334.608632823,434152.805773293,465849.216768761,477631.867078796,483689.171321752,476210.787696674,506944.892968815,482488.154101166,402373.223489904,410255.196720981,417794.327382333,419729.767476058,419499.119174733,444820.29138539,475587.462770781,492184.486448363,496215.908513854,484131.670730478,497660,542610,545870.005156845,577369.996853173,608589.993931353,613739.995598793,614320.005372167,628789.999425411,670649.989843368,648660.009011626,695129.995159805,693540.009878576,721379.995055497,758730.010524392,789379.994310439,772439.99748677,784540.016993881,792249.992802739,801760.004580021,823770.01617849,,,
Small states,SST,CO2 emissions (kt),EN.ATM.CO2E.KT,15506.167591544,21523.5700601613,26317.1757911948,26322.7692398221,35145.4816145968,36937.0807250122,36652.4341373761,42819.7768694913,46257.861143684,46843.8982358759,72026.7492832097,82022.0931516607,90749.9849525314,109181.135080584,100835.795918488,103373.983965783,108846.428964457,118530.592591061,125018.312808654,128895.325320457,127746.167655088,110486.488933479,111077.80307197,100886.001835907,105159.083251793,112996.78480443,108299.742308117,110397.233969178,113526.736154965,125341.862054243,113658.609288347,112824.081533902,110960.136625546,106793.609598799,107506.437114219,108440.140761176,114323.477719426,120879.482896451,125748.797614455,128891.262576797,128258.753654664,133489.502042459,139945.108744716,151446.762787632,156179.785000461,165034.151723897,178451.071555441,188709.303313005,192650.146333736,197754.191046165,200531.835191819,210228.522356742,217448.388322185,222462.181523885,229040.291272138,227465.951993145,229110.475890755,230143.321940455,230494.284428863,232249.116336958,,,
Sao Tome and Principe,STP,CO2 emissions (kt),EN.ATM.CO2E.KT,11.001,11.001,11.001,7.334,11.001,11.001,11.001,11.001,14.668,14.668,14.668,11.001,11.001,14.668,18.335,18.335,29.336,29.336,33.003,33.003,40.337,44.004,47.671,55.005,51.338,55.005,51.338,51.338,47.671,47.671,50,50,40,40,50,50,50,50,50,50,50,50,59.9999986588955,70.0000002980232,70.0000002980232,79.9999982118607,79.9999982118607,79.9999982118607,90.0000035762787,90.0000035762787,100.000001490116,100.000001490116,119.999997317791,119.999997317791,119.999997317791,119.999997317791,129.999995231628,140.000000596046,140.000000596046,150.000005960464,,,
Suriname,SUR,CO2 emissions (kt),EN.ATM.CO2E.KT,432.706,429.039,495.045,531.715,605.055,795.739,1096.433,1334.788,1452.132,1521.805,1609.813,1716.156,1745.492,2108.525,1602.479,2020.517,1998.515,1899.506,2394.551,2295.542,2372.549,2031.518,1873.837,1375.125,1554.808,1598.812,1760.16,1760.16,1877.504,1855.502,1760,2050,2050,2060,2070,2090,2110,2130,2130,2150,1480,1520,1120.00000476837,1230.00001907349,1389.99998569489,1690.00005722046,1529.99997138977,1409.9999666214,1460.00003814697,1450.00004768372,1740.00000953674,1950.00004768372,2440.00005722046,2289.99996185303,2619.99988555908,2720.00002861023,2950.00004768372,2500,2210.00003814697,2650.00009536743,1.64,,
Slovak Republic,SVK,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54810,47940,46100,44320,41700,42370,42170,42270,41400,40660,38070,38580,38069.9996948242,38330.0018310547,37430.0003051758,38520.0004577637,37869.9989318848,37189.998626709,37099.9984741211,33909.9998474121,35430.0003051758,34119.9989318848,32349.9984741211,32919.9981689453,30440.0005340576,30750,31500,33580.0018310547,33000,31079.9999237061,31.87,,
Slovenia,SVN,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13530,12740,12830,13560,13610,14470,15290,15730,15500,14910,14540,15380,15520.0004577637,15409.9998474121,15699.9998092651,15920.0000762939,16290.0009155273,16280.0006866455,17360.0006103516,15510.0002288818,15779.9997329712,15699.9998092651,15119.9998855591,14550.0001907349,13109.9996566772,13140.0003433228,13899.9996185303,14119.9998855591,14069.9996948242,13600.0003814697,13.78,,
Sweden,SWE,CO2 emissions (kt),EN.ATM.CO2E.KT,49222.141,48851.774,51326.999,55371.7,60432.16,62628.693,72591.932,69001.939,77685.395,86467.86,92379.064,84590.356,84781.04,87366.275,79889.262,80824.347,88308.694,85804.133,79533.563,84927.72,71759.523,69430.978,62291.329,58297.966,57333.545,62394.005,62038.306,59717.095,57443.555,55533.048,53350,54240,56750,56500,58490,58230,63650,57380,58360,57260,53280,52500,54020.0004577637,55200.0007629395,53590.0001525879,50209.9990844727,48900.0015258789,47139.9993896484,46150.0015258789,42880.0010681152,48130.0010681152,44580.0018310547,42139.9993896484,40540.0009155273,39080.0018310547,39189.998626709,38779.9987792969,38290.0009155273,36009.9983215332,35000,42.3,,
Eswatini,SWZ,CO2 emissions (kt),EN.ATM.CO2E.KT,33.003,3.667,,,11.001,80.674,201.685,227.354,278.692,304.361,366.7,399.703,381.368,370.367,311.695,337.364,333.697,341.031,440.04,447.374,465.709,436.373,436.373,271.358,333.697,440.04,458.375,436.373,436.373,436.373,560,560,580,590,610,630,460,590,620,680,690,610,620.000004768372,629.999995231628,629.999995231628,660.000026226044,649.999976158142,660.000026226044,629.999995231628,699.999988079071,649.999976158142,660.000026226044,680.000007152557,750,750,769.999980926514,839.999973773956,889.999985694885,910.000026226044,959.999978542328,1.46,,
Sint Maarten (Dutch part),SXM,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,CO2 emissions (kt),EN.ATM.CO2E.KT,,,,7.334,7.334,7.334,7.334,7.334,7.334,7.334,29.336,33.003,44.004,47.671,55.005,58.672,80.674,84.341,77.007,121.011,95.342,99.009,84.341,99.009,99.009,150.347,165.015,201.685,198.018,234.688,150,170,180,190,210,200,240,280,290,310,290,320,349.999994039536,340.000003576279,379.999995231628,379.999995231628,389.999985694885,400.000005960464,419.999986886978,449.999988079071,439.999997615814,409.999996423721,430.000007152557,419.999986886978,469.999998807907,509.999990463257,579.999983310699,579.999983310699,579.999983310699,610.000014305115,1.18,,
Syrian Arab Republic,SYR,CO2 emissions (kt),EN.ATM.CO2E.KT,3223.293,3065.612,3204.958,3611.995,4367.397,3678.001,4917.447,4609.419,5962.542,7242.325,6659.272,8885.141,7766.706,7895.051,9666.212,11184.35,13758.584,14664.333,15221.717,22548.383,20802.891,26637.088,24488.226,27960.875,33091.008,29651.362,31352.85,36226.293,36945.025,34565.142,32390,35770,35150,35880,37440,38980,42020,42070,44630,43870,44400,44730,44270.0004577637,44380.0010681152,46360.0006103516,57220.0012207031,60209.9990844727,63599.9984741211,65279.9987792969,60700.0007629395,61090.0001525879,56919.9981689453,47029.9987792969,30700.0007629395,26610.0006103516,25270.0004577637,26340.0001525879,29340.0001525879,27389.9993896484,25709.9990844727,25.6,,
